seine_id,survey_id,set_number,set_type,time_searching,set_time,lat,lon,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_comments
DN200,DE100,3,targeted,40,11:40:00,49.9613,-124.747,NA,NA,NA,Yes,30,NA,0,0,10,NA,1,NA,2,NA,NA,NA,1,SEMSP,NA
DE100N1,DE100,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DE100N2,DE100,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN201,DE101,1,targeted,NA,09:49:00,50.07902,-124.8509,NA,NA,NA,Yes,30,400,0,0,10,40,0,0,0,0,NA,NA,1,SEMSP,NA
DN202,DE102,1,targeted,NA,07:38:00,49.99932,-125.1395,NA,NA,NA,Yes,30,300,0,0,0,0,0,0,7,10,NA,NA,1,SEMSP,NA
DN203,DE103,1,targeted,NA,07:50:00,50.16142,-124.8842,NA,NA,NA,Yes,30,200,1,1,5,6,0,0,0,0,NA,NA,1,SEMSP,NA
DN204,DE104,1,targeted,NA,10:21:00,50.08007,-124.8511,NA,NA,NA,Yes,30,300,0,0,10,10,0,0,1,1,NA,NA,1,SEMSP,NA
DN205,DE105,1,targeted,NA,13:28:00,50.11842,-125.07512,NA,NA,NA,Yes,30,40,0,0,10,20,0,0,2,2,NA,NA,1,SEMSP,NA
DN206,DE106,1,targeted,NA,08:00:00,50.08005,-125.2468,NA,NA,NA,Yes,30,600,2,2,10,1000,4,4,0,0,NA,NA,1,SEMSP,NA
DN207,DE107,1,targeted,NA,12:30:00,50.16412,-125.1602,NA,NA,NA,Yes,30,500,1,1,10,300,1,1,10,10,NA,NA,1,SEMSP,NA
DN208,DE108,1,targeted,NA,09:00:00,50.08123,-124.8549,NA,NA,NA,Yes,8,8,0,0,10,90,0,0,0,0,NA,NA,1,SEMSP,NA
DN209,DE109,1,targeted,NA,07:30:00,50.11405,-125.0787,NA,NA,NA,Yes,30,70,0,0,1,10,0,0,2,2,NA,NA,1,SEMSP,NA
DN210,DE110,1,targeted,NA,11:30:00,50.1659,-124.8888,NA,NA,NA,Yes,6,6,1,1,10,30,0,0,0,0,NA,NA,1,SEMSP,NA
DN211,DE111,1,targeted,NA,10:30:00,50.34273,-125.0841,NA,NA,NA,Yes,30,200,2,2,10,100,2,6,5,10,NA,NA,1,SEMSP,"Fish moved by jug from net to buckets (30 sockeye in one 5 gallon pale; 50 total chum, pink, herring, coho in a second five gallon pale and two aquaria) to avoid net collapse on fish during onshore wind."
DN212,DE112,1,targeted,NA,08:00:00,50.30787,-125.3293,NA,NA,NA,Yes,30,200,0,0,10,30,1,1,10,30,NA,NA,1,SEMSP,NA
DN214,DE114,1,targeted,30,09:45:00,50.13705,-125.1175,NA,NA,NA,Yes,3,3,5,5,10,30,1,5,0,0,NA,NA,1,SEMSP,"Coho: 4 out of 5 in net too large for Whirl-Pak, not taken."
DN215,DE115,2,targeted,17,13:00:00,50.18217,-125.1493,NA,NA,NA,Yes,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.
DE115N1,DE115,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN216,DE116,1,targeted,9,07:00:00,50.31962,-125.0395,NA,NA,NA,Yes,29,29,0,0,10,40,1,2,1,1,NA,NA,1,SEMSP,NA
DN217,DE117,1,targeted,20,10:15:00,50.44365,-125.279,NA,NA,NA,Yes,30,3000,2,10,2,100,0,0,1,10,NA,NA,1,SEMSP,NA
DN220,DE120,2,targeted,25,08:40:00,50.34655,-125.45602,NA,NA,NA,Yes,30,200,0,0,10,300,1,1,6,10,NA,NA,1,SEMSP,NA
DE120N1,DE120,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN221,DE121,1,targeted,47,12:10:00,50.30723,-125.33345,NA,NA,NA,Yes,30,200,2,2,4,4,0,0,1,1,NA,NA,1,SEMSP,NA
DN224,DE124,1,targeted,0,07:35:00,50.3153,-125.05186,NA,NA,NA,Yes,30,200,0,0,10,40,0,0,0,0,NA,NA,1,SEMSP,NA
DN225,DE125,1,targeted,22,10:23:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,"Set on 1 slider, no catch"
DN228,DE128,4,targeted,97,08:45:00,50.44466,-125.2804,NA,NA,NA,Yes,30,200,0,0,5,10,1,1,1,2,NA,NA,1,SEMSP,NA
DE128N1,DE128,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DE128N2,DE128,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DE128N3,DE128,3,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN230,DE130,1,targeted,11,12:29:00,50.30795,-125.32452,NA,NA,NA,Yes,30,40,0,0,10,10,0,0,0,0,NA,NA,1,SEMSP,NA
DN237,DE137,1,targeted,28,06:45:00,50.44941,-125.33027,NA,NA,NA,Yes,30,30,0,0,5,10,0,0,1,1,NA,NA,1,SEMSP,NA
DN238,DE138,1,targeted,33,09:55:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,6,0,0,NA,NA,NA,SEMSP,"CO = 6 total, released"
DN239,DE139,1,targeted,10,11:10:00,50.30884,-125.32275,NA,NA,NA,Yes,30,200,0,0,10,10,0,0,3,3,NA,NA,1,SEMSP,NA
DN240,DE140,1,targeted,36,10:19:00,50.10015,-125.27265,NA,NA,NA,Yes,30,40,0,0,10,200,0,0,0,0,NA,NA,1,SEMSP,NA
DN243,DE143,1,targeted,5,06:25:00,50.31763,-125.04942,NA,NA,NA,Yes,2,2,1,1,10,60,0,0,0,0,NA,NA,1,SEMSP,NA
DN245,DE145,1,targeted,22,09:32:00,50.06119,-124.87916,NA,NA,NA,No,0,0,0,0,0,10,0,10,0,0,NA,NA,NA,SEMSP,NA
DN246,DE146,1,targeted,16,10:49:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,SEMSP,"CU = 6 total, released"
DN248,DE148,1,targeted,30,13:04:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,bycatch 200 squuid
DN249,DE149,1,targeted,4,06:34:00,50.44527,-125.2774,NA,NA,NA,Yes,30,800,0,0,0,2,1,1,1,1,NA,NA,1,SEMSP,NA
DN250,DE150,3,targeted,35,09:32:00,50.34762,-125.45358,NA,NA,NA,Yes,30,100,1,1,10,200,1,1,1,1,NA,NA,1,SEMSP,NA
DE150N1,DE150,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DE150N2,DE150,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN251,DE151,1,targeted,5,12:53:00,50.30492,-125.33058,NA,NA,NA,Yes,30,500,0,0,10,100,0,0,3,4,NA,NA,1,SEMSP,NA
DN252,DE152,3,targeted,56,06:42:00,50.44217,-125.27406,NA,NA,NA,Yes,30,500,1,1,10,300,0,0,1,2,NA,NA,1,SEMSP,NA
DE152N1,DE152,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DE152N2,DE152,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN253,DE153,2,targeted,19,10:21:00,50.34851,-125.44831,NA,NA,NA,Yes,12,15,0,0,10,300,1,1,0,0,NA,NA,1,SEMSP,NA
DE153N1,DE153,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN254,DE154,1,targeted,20,13:11:00,50.30759,-125.32969,NA,NA,NA,Yes,30,40,1,1,10,40,0,0,7,7,NA,NA,1,SEMSP,NA
DN255,DE155,1,targeted,13,06:23:00,50.31954,-125.04247,NA,NA,NA,Yes,29,60,0,0,2,2,0,0,0,0,NA,NA,1,SEMSP,NA
DN258,DE158,2,targeted,27,11:32:00,50.07966,-125.24845,NA,NA,NA,Yes,15,40,4,20,3,20,0,0,0,0,NA,NA,1,SEMSP,NA
DE158N1,DE158,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN260,DE160,1,targeted,19,07:00:00,50.44342,-125.27904,NA,NA,NA,Yes,22,25,3,5,10,600,0,0,1,3,NA,NA,1,SEMSP,NA
DN262,DE162,1,targeted,15,10:59:00,50.30771,-125.32864,NA,NA,NA,Yes,30,100,0,0,10,200,1,4,1,1,NA,NA,1,SEMSP,NA
DN263,DE163,1,targeted,9,14:00:00,50.19112,-125.14202,NA,NA,NA,Yes,13,13,0,0,10,100,0,0,0,1,NA,NA,1,SEMSP,NA
DN264,DE164,1,targeted,22,10:06:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,100,0,1,0,0,NA,NA,NA,SEMSP,"CU = 100 total, CO = 1 total, released"
DN268,DE168,1,targeted,5,10:51:00,50.30812,-125.3269,NA,NA,NA,Yes,30,40,1,1,10,10,0,0,1,1,NA,NA,1,SEMSP,NA
DN269,DE169,2,targeted,17,14:13:00,50.1915,-125.14292,NA,NA,NA,Yes,30,30,6,6,10,70,0,0,0,0,NA,NA,1,SEMSP,NA
DE169N1,DE169,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN270,DE170,2,targeted,30,06:34:00,50.30734,-125.33514,NA,NA,NA,Yes,27,27,1,1,10,100,0,0,3,3,NA,NA,1,SEMSP,Net collapse first set
DE170N1,DE170,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN271,DE171,2,targeted,27,10:20:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,"First set 40 chum, second set 0 fish."
DE171N1,DE171,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN273,DE173,1,targeted,8,13:22:00,50.19077,-125.14249,NA,NA,NA,Yes,30,200,2,2,10,100,5,7,0,1,NA,NA,1,SEMSP,11 sockeye taken for DFO 6 frozen 5 formalin
DN274,DE174,1,targeted,3,09:20:00,50.30806,-125.32972,NA,NA,NA,Yes,30,100,1,1,10,100,0,0,5,5,NA,NA,1,SEMSP,Samples marked D09(2). Initial set removed due to potential bias from snag on bottom.
DN275,DE175,1,targeted,17,12:05:00,50.19017,-125.14437,NA,NA,NA,Yes,1,1,3,3,10,25,10,20,0,0,NA,NA,1,SEMSP,NA
DN279,DE179,1,targeted,21,11:30:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN282,DE182,1,targeted,10,14:29:00,50.19051,-125.1444,NA,NA,NA,Yes,22,23,3,3,10,100,5,6,0,0,NA,NA,1,SEMSP,Fish with lesions SO # 10
DN283,DE183,2,targeted,31,07:30:00,50.30767,-125.33023,NA,NA,NA,Yes,26,26,1,1,10,200,0,0,2,2,NA,NA,1,SEMSP,SO 2 and 26 had lesions on dorasl surface of body. SO 4 had hemorrhaging gills. HE 1 had hem. fins.
DE183N1,DE183,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN284,DE184,1,targeted,17,10:58:00,50.34741,-125.45333,NA,NA,NA,Yes,30,600,2,10,10,400,1,1,0,0,NA,NA,1,SEMSP,NA
DN285,DE185,2,targeted,33,13:56:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in sets
DE185N1,DE185,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN286,DE186,1,targeted,54,07:50:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set
DN289,DE189,1,targeted,44,12:21:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set
DN290,DE190,1,targeted,28,01:50:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set
DN292,DE192,3,targeted,48,09:41:00,50.34866,-125.44482,NA,NA,NA,Yes,30,200,1,1,10,100,1,1,0,1,NA,NA,1,SEMSP,NA
DE192N1,DE192,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DE192N2,DE192,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN293,DE193,1,targeted,15,15:44:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,SEMSP,No sockeye in set
DN294,DE194,1,targeted,36,11:02:00,50.32119,-125.03856,NA,NA,NA,Yes,12,13,0,0,10,18,2,2,1,1,NA,NA,1,SEMSP,NA
DN295,DE195,1,targeted,38,14:12:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set
DN298,DE198,2,targeted,14,08:05:00,50.34829,-125.45001,NA,NA,NA,Yes,30,200,0,0,10,200,1,1,6,20,NA,NA,1,SEMSP,"Herring not numbered in order, Lesions: SO 28 ( also hem on pectrol fin)"
DE198N1,DE198,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN299,DE199,1,targeted,2,11:16:00,50.30819,-125.32694,NA,NA,NA,Yes,30,50,0,0,10,50,0,0,10,10,NA,NA,1,SEMSP,NA
DN301,DE201,1,targeted,30,10:14:00,50.09809,-125.27142,NA,NA,NA,Yes,5,6,0,0,10,300,0,0,1,1,NA,NA,1,SEMSP,NA
DN305,DE205,2,targeted,32,09:33:00,50.34758,-125.4553,NA,NA,NA,Yes,3,3,2,2,10,44,0,0,0,0,NA,NA,1,SEMSP,NA
DE205N1,DE205,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN306,DE206,1,targeted,34,12:29:00,50.30597,-125.33588,NA,NA,NA,Yes,30,200,0,0,10,80,2,2,10,10,NA,NA,1,SEMSP,NA
DN307,DE207,1,targeted,38,07:00:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,14,0,1,0,0,NA,NA,NA,SEMSP,"No sockeye in set. coho =1, chum=14, released"
DN312,DE212,2,targeted,67,07:13:00,50.44949,-125.32427,NA,NA,NA,Yes,30,60,0,0,10,200,0,0,0,0,NA,NA,1,SEMSP,NA
DE212N1,DE212,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN313,DE213,1,targeted,52,11:06:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set
DN314,DE214,1,targeted,8,12:27:00,50,-125,NA,NA,NA,Yes,29,100,7,7,10,300,0,0,4,4,NA,NA,1,SEMSP,NA
DN316,DE216,1,targeted,25,07:14:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set
DN317,DE217,2,targeted,53,08:32:00,50.10264,-125.27585,NA,NA,NA,Yes,6,6,4,10,10,2000,0,0,1,5,NA,NA,1,SEMSP,NA
DE217N1,DE217,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN318,DE218,1,targeted,10,07:05:00,50.44045,-125.27069,NA,NA,NA,Yes,7,7,0,0,10,40,1,1,1,1,NA,NA,1,SEMSP,NA
DN319,DE219,1,targeted,12,08:58:00,50.34969,-125.44451,NA,NA,NA,Yes,9,9,10,300,10,500,0,0,0,0,NA,NA,1,SEMSP,NA
DN320,DE220,1,targeted,2,11:07:00,50.30698,-125.3259,NA,NA,NA,Yes,30,240,0,0,5,5,1,1,0,0,NA,NA,1,SEMSP,NA
DN321,DE221,1,targeted,18,09:22:00,50.30702,-125.33509,NA,NA,NA,Yes,19,20,10,20,10,30,0,0,0,0,NA,NA,1,SEMSP,NA
DN324,DE224,1,targeted,59,06:48:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN325,DE225,1,targeted,8,08:17:00,50.34844,-125.44666,NA,NA,NA,Yes,30,50,0,0,10,200,0,0,0,0,NA,NA,1,SEMSP,NA
DN326,DE226,2,targeted,46,10:52:00,50.30764,-125.33348,NA,NA,NA,Yes,8,8,2,2,10,80,0,0,0,0,NA,NA,1,SEMSP,NA
DE226N1,DE226,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN331,DE231,2,targeted,20,09:47:00,50.30377,-125.33768,NA,NA,NA,Yes,30,60,7,8,10,200,0,0,10,20,NA,NA,1,SEMSP,NA
DE231N1,DE231,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN334,DE234,1,targeted,10,13:30:00,50.34874,-125.44617,NA,NA,NA,Yes,1,1,10,20,10,100,0,0,0,0,NA,NA,1,SEMSP,NA
DN336,DE236,1,targeted,0,06:56:00,50.30641,-125.31584,NA,NA,NA,Yes,4,4,0,0,10,50,0,0,7,7,NA,NA,1,SEMSP,NA
DN337,DE237,1,targeted,8,08:43:00,50.34825,-125.44895,NA,NA,NA,Yes,23,23,10,100,10,400,0,0,0,0,NA,NA,1,SEMSP,NA
DN338,DE238,1,targeted,11,11:46:00,50.34797,-125.45584,NA,NA,NA,Yes,17,18,10,50,10,500,0,0,0,0,NA,NA,1,SEMSP,NA
DN339,DE239,2,targeted,18,14:13:00,50.3079,-125.32955,NA,NA,NA,Yes,5,5,10,100,10,100,0,0,3,3,NA,NA,1,SEMSP,NA
DE239N1,DE239,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
DN340,DE240,1,targeted,16,06:50:00,50.30717,-125.33303,NA,NA,NA,Yes,30,200,1,1,8,10,0,0,0,0,NA,NA,1,SEMSP,Sockeye very small
DN341,DE241,1,targeted,26,09:33:00,50.34811,-125.454,NA,NA,NA,Yes,5,5,10,200,10,300,0,0,1,1,NA,NA,1,SEMSP,72 training fish taken recorded as morts
DN345,DE245,1,targeted,92,07:25:00,50.318037,-125.049415,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,"No fish caught in either set. Fish surface activity: rapid splashing as of many fish. Visual on several: small <7cm, some distinct popping also. No specific set activity recorded for second set."
DN346,DE245,2,targeted,92,07:40:00,50.318037,-125.049415,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,"No fish caught in either set. Fish surface activity: rapid splashing as of many fish. Visual on several: small <7cm, some distinct popping also."
DN355,DE255,1,targeted,15,07:28:00,50.023957,-124.914675,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,Saw fish immediately upon site arrival
DN356,DE255,2,targeted,10,08:03:00,50.023957,-124.914675,NA,NA,NA,Yes,31,400,10,20,10,20,0,0,9,9,NA,NA,1,SEMSP,Saw fish immediately upon site arrival
DN358,DE258,1,targeted,12,14:00:00,49.9865,-125.162953,NA,NA,NA,Yes,30,60,3,3,1,1,2,2,0,0,NA,NA,1,SEMSP,mortality: 1 unidentified juvenile salmon
DN359,DE259,1,targeted,10,06:25:00,50.237386,-125.12002,NA,NA,NA,Yes,30,200,1,1,1,1,0,0,10,11,NA,NA,1,SEMSP,NA
DN360,DE260,1,targeted,35,10:35:00,50.32113,-125.040588,NA,NA,NA,Yes,2,2,3,3,0,0,1,1,9,9,NA,NA,1,SEMSP,NA
DN361,DE261,1,targeted,4,13:01:00,50.19304,-125.136573,NA,NA,NA,Yes,30,100,2,2,3,3,1,1,10,16,NA,NA,1,SEMSP,NA
DN362,DE262,1,targeted,71,07:40:00,50.287179,-125.33416,NA,NA,NA,No,0,0,0,0,0,1,0,2,0,0,NA,NA,NA,SEMSP,NA
DN363,DE263,1,targeted,16,09:50:00,50.243454,-125.398108,NA,NA,NA,Yes,30,700,10,20,10,30,2,2,10,30,NA,NA,1,SEMSP,NA
DN364,DE264,1,targeted,20,13:40:00,50.208559,-125.355064,NA,NA,NA,No,0,1000,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,Released fish due to abrasion on net.
DN365,DE264,2,targeted,13,14:20:00,50.208559,-125.355064,NA,NA,NA,No,0,2,0,9,0,9,0,1,0,0,NA,NA,NA,SEMSP,Released fish due to more fish in the area.
DN367,DE267,1,targeted,38,09:50:00,50.393263,-125.373514,NA,NA,NA,Yes,30,500,0,0,3,6,0,1,6,9,NA,NA,1,SEMSP,"Had to end sampling to prevent drifting onto rocks. (Could not sample more CU, HE, or CO)"
