seine_id,survey_id,set_number,set_type,time_searching,set_time,lat,lon,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_comments
JN383,JE283,1,targeted,13,05:47:00,50.455728,-126.116461,NA,NA,NA,Yes,30,300,10,100,10,100,0,0,0,0,NA,NA,1,SEMSP,Morts due to being caught in net during pull up. :(
JN384,JE284,1,targeted,1,11:20:00,50.54401,-126.81461,NA,NA,NA,No,0,1,0,300,0,300,0,1,0,0,NA,NA,NA,SEMSP,"Caught sockeye for Emma, no sockeye in next set. No other sockeye found at site after 20 minute search."
JN385,JE285,1,targeted,0,13:20:00,50.55803,-126.73463,NA,NA,NA,Yes,30,100,10,100,10,100,10,50,5,5,NA,NA,0,SEMSP,NA
JN386,JE286,1,targeted,7,16:17:00,50.55803,-126.73463,NA,NA,NA,Yes,26,27,10,1000,10,700,2,2,7,7,NA,NA,0,SEMSP,One sockeye released b/c dropped during transfer.
JN388,JE288,1,targeted,5,06:30:00,50.6017,-126.70318,NA,NA,NA,Yes,4,4,10,20,10,20,1,1,0,0,NA,NA,0,SEMSP,"Other activity in area, but no distinct sockeye. Difficult catching consditions, so kept school. Herring was small (~6cm) and dead when net was brought in."
JN390,JE290,2,targeted,8,15:05:00,50.4806,-126.40961,NA,NA,NA,Yes,10,10,10,300,10,300,0,0,2,2,NA,NA,0,SEMSP,"Strong current, some fish were jostled and lost scales. Additional bycatch 1 gunnel fish."
JE290N1,JE290,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN391,JE291,1,targeted,0,05:21:00,50.47508,-126.03392,NA,NA,NA,Yes,30,300,10,600,10,300,1,1,1,1,NA,NA,0,SEMSP,NA
JN392,JE292,1,targeted,1,07:52:00,50.45733,-126.16553,NA,NA,NA,Yes,30,50,10,400,10,20,0,0,0,0,NA,NA,0,SEMSP,Morts due to misidentification.
JN393,JE293,2,targeted,0,11:40:00,50.49874,-126.21257,NA,NA,NA,Yes,28,28,10,300,10,300,0,0,0,0,NA,NA,0,SEMSP,NA
JE293N1,JE293,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN394,JE294,2,targeted,3,06:15:00,50.601529,-126.703784,NA,NA,NA,No,0,2,0,20,0,20,0,2,0,0,NA,NA,NA,SEMSP,NA
JE294N1,JE294,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN395,JE295,1,targeted,5,07:51:00,50.580247,-126.721745,NA,NA,NA,No,0,0,0,500,0,300,0,0,0,0,NA,NA,NA,SEMSP,NA
JN398,JE298,1,targeted,18,13:35:00,50.543818,-126.794456,NA,NA,NA,Yes,15,50,10,200,10,200,7,7,0,0,NA,NA,1,SEMSP,NA
JN400,JE300,1,targeted,1,07:38:00,50.47779,-126.429726,NA,NA,NA,No,0,0,0,20,0,80,0,1,0,0,0,10,NA,SEMSP,NA
JN402,JE302,1,targeted,3,12:45:00,50.456886,-126.162647,NA,NA,NA,Yes,30,200,10,300,10,300,0,0,1,1,NA,NA,1,SEMSP,NA
JN403,JE303,1,targeted,7,07:05:00,50.457049,-126.162651,NA,NA,NA,Yes,22,22,10,300,10,300,1,2,0,0,NA,NA,1,SEMSP,NA
JN1,JE304,2,targeted,NA,08:20:00,50.54522,-126.65949,10,0,10,Yes,23,23,0,0,10,59,8,8,0,0,0,0,1,SEMSP,NA
JE304N1,JE304,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN4,JE305,1,targeted,NA,15:27:00,50.6022,-126.70567,10,0,1000,Yes,7,600,0,0,0,100,0,100,0,10,0,0,1,SEMSP,"No oceanography completed due to sudden change in weather. Trialled live-licing and anaesthatization protocols, but could not finish due to weather. Some morphological measurements missing. "
JN5,JE306,1,targeted,NA,07:10:00,50.5438,-126.80927,10,0,100,Yes,30,325,0,0,10,50,10,45,0,0,0,0,1,SEMSP,NA
JN6,JE306,2,targeted,NA,11:20:00,50.54393,-126.8131,10,0,100,No,0,130,0,10,0,10,0,10,0,1,0,0,NA,SEMSP,NA
JN7,JE307,1,targeted,NA,06:23:00,50.54411,-126.65398,10,0,100,Yes,30,300,0,0,10,250,10,25,10,25,1,1,1,SEMSP,Chinook in package JP25 (UFN14037). First chum of JP29 (UFN12681) had a cal mot that came out of the bag. First chinook out at 6:50 and straight into dewar (package JP25). Used remaining fish in net from retention set in place of lousing set due to weather. Only loused 10 chum. 
JN9,JE308,1,targeted,NA,09:37:00,50.60233,-126.70309,1,0,100,Yes,30,200,1,4,10,500,5,5,10,30,1,1,1,SEMSP,"Last half of visual survey was a B2-3, so visibility was difficult. We caught 3 local pink fry."
JN10,JE308,2,random,NA,14:22:00,50.60224,-126.70529,1,0,0,No,0,40,0,0,0,160,0,0,0,3,0,1,NA,SEMSP,NA
JN11,JE309,1,targeted,NA,06:37:00,50.54487,-126.81252,1,0,10,Yes,30,175,0,0,10,75,0,0,2,2,0,0,1,SEMSP,NA
JN12,JE309,2,targeted,NA,11:11:00,50.54628,-126.81474,10,0,10,No,0,120,0,0,0,180,0,0,0,1,0,0,NA,SEMSP,NA
JN13,JE310,1,targeted,NA,07:10:00,50.54574,-126.81679,1,1,0,Yes,26,26,3,3,10,58,2,2,1,1,0,0,1,SEMSP,"20 sockeye in retention set were bucketed, and then returned to the bunt before individual fish collection occured."
JN14,JE310,1,targeted,NA,11:17:00,50.54582,-126.81618,1,1,0,Yes,4,390,0,60,0,660,0,10,0,10,0,0,1,SEMSP,NA
JN15,JE311,5,targeted,NA,10:27:00,50.60278,-126.70284,10,0,100,Yes,30,43,10,15,10,530,4,4,4,5,2,2,1,SEMSP,"First half of visual survey was a B2, second half was a B3. Loused 10 chum and 10 pink from retention set instead of setting the net again. Secchi hit the bottom at 7.5m."
JE311N1,JE311,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE311N2,JE311,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE311N3,JE311,3,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE311N4,JE311,4,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN17,JE312,1,targeted,NA,06:56:00,50.54505,-126.65729,10,1,100,Yes,0,0,6,6,10,425,0,0,10,20,0,0,1,SEMSP,NA
JN20,JE313,1,targeted,NA,10:16:00,50.60144,-126.70046,10,0,10,No,0,0,0,1,0,119,0,6,0,2,0,2,NA,SEMSP,NA
JN21,JE314,1,targeted,NA,06:45:00,50.54372,-126.81769,100,1,100,Yes,1,1,10,15,10,580,2,4,2,2,0,0,1,SEMSP,"2 coho not retained, did not fit through milk jug"
JN22,JE314,2,targeted,NA,09:59:00,50.54454,-126.81227,1,0,100,No,0,0,0,20,0,230,0,0,0,0,0,0,NA,SEMSP,NA
JN23,JE315,1,targeted,NA,11:06:00,50.54533,-126.65855,10,0,10,No,0,0,0,90,0,450,0,0,0,60,0,0,NA,SEMSP,NA
JN25,JE316,1,targeted,NA,07:13:00,50.546,-126.81509,10,1,100,No,0,0,0,3,0,95,0,1,0,1,0,0,NA,SEMSP,NA
DE505N1,DE505,1,random,NA,10:30:00,50.316217,-125.052033,0,0,0,no,0,0,0,0,0,2,0,0,0,0,0,0,,SEMSP,
DE505N2,DE505,2,targeted,NA,10:55:00,50.3154,-125.053,0,0,0,no,0,0,0,1,0,0,0,0,0,0,0,0,,SEMSP,
DE506N1,DE506,1,targeted,NA,07:25:00,50.18167,-125.1523,0,1,10,yes,0,0,10,30,10,70,2,2,0,0,0,0,,SEMSP,
DE510N1,DE510,1,targeted,NA,10:15:00,50.309206,-125.323291,0,1,10,yes,0,0,10,117,10,217,0,0,0,0,0,0,,SEMSP,
JE411N1,JE411,1,random,NA,07:00:00,50.54526,-126.8154,0,0,1,no,0,0,0,0,0,0,0,1,0,0,0,0,,SEMSP,
JE412N1,JE412,1,targeted,NA,08:25:00,50.53912,-126.77893,1,1,10,no,0,0,0,0,0,0,0,39,0,3,0,2,,SEMSP,
DE516N1,DE516,1,targeted,NA,09:10:00,50.316983,-125.049967,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,
DE516N2,DE516,2,targeted,NA,09:46:00,50.316117,-125.052167,0,0,1,yes,0,0,10,30,7,0,10,15,0,0,1,1,,SEMSP,
JE401N1,JE401,1,targeted,NA,07:12:00,50.5429,-126.81615,0,1,10,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,
JE402N1,JE402,1,targeted,NA,08:49:00,50.53927,-126.78078,0,1,10,yes,3,3,0,0,0,0,10,87,5,6,0,0,,SEMSP,
DE517N1,DE517,1,targeted,NA,07:30:00,NA,NA,1,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,
DE517N2,DE517,2,targeted,NA,08:15:00,50.31006,-125.317963,10,0,10,yes,30,40,10,50,8,10,1,1,2,2,0,0,,SEMSP,
DE531N1,DE531,1,targeted,NA,09:00:00,50.271333,-125.368,0,1,0,yes,30,1564,10,1956,4,391,0,0,2,2,0,1,,SEMSP,"Let out 2,150 fish during processing due to elevated stress caused by high density in net"
DE512N1,DE512,1,random,NA,10:06:00,50.316807,-125.050581,0,0,0,yes,0,0,8,8,9,9,0,0,0,0,0,0,,SEMSP,
DE513N1,DE513,1,targeted,NA,07:25:00,50.30785,-125.328333,1,0,0,no,0,4,0,14,0,0,0,0,0,0,0,0,,SEMSP,
DE513N2,DE513,2,targeted,NA,08:00:00,50.30705,-125.332333,1,0,0,yes,30,189,5,21,10,10,0,0,0,4,0,2,,SEMSP,
DE519N1,DE519,1,random,NA,07:35:00,50.27045,-125.3656,0,0,0,yes,3,8,10,104,10,21,0,0,0,0,0,0,,SEMSP,
DE514N1,DE514,1,targeted,NA,09:00:00,50.440686,-125.294356,0,1,0,yes,4,4,10,24,10,266,0,0,0,0,1,1,,SEMSP,
JE417N1,JE417,1,targeted,NA,07:22:00,50.54342,-126.81474,10,10,10,yes,30,146,10,49,10,39,10,20,0,0,0,1,,SEMSP,
JE418N1,JE418,1,targeted,NA,06:57:00,50.54561,-126.66166,10,0,100,yes,30,113,10,28,10,22,1,1,5,5,0,0,,SEMSP,"1st pink out at 07:30am mistaken for sockeye, put in dewar immediately after measurements taken."
DE520N1,DE520,1,random,NA,07:43:00,50.305683,-125.336917,0,0,0,no,0,7,0,0,0,7,0,0,0,0,0,0,,SEMSP,
DE520N2,DE520,2,targeted,NA,08:15:00,50.307767,-125.32905,1,0,1,no,0,3,0,3,0,16,0,0,0,0,0,0,,SEMSP,
DE520N3,DE520,3,targeted,NA,08:35:00,50.306917,-125.3288,0,0,10,yes,8,8,10,56,10,56,0,0,0,0,0,0,,SEMSP,
DE521N1,DE521,1,targeted,NA,06:50:00,50.267967,-125.358733,1,1,10,yes,24,48,10,302,10,132,0,0,6,55,0,0,,SEMSP,NA
JE414N1,JE414,1,targeted,NA,07:03:00,50.54387,-126.80852,10,10,100,yes,30,488,10,203,10,81,3,33,0,8,0,0,,SEMSP,Morts and unhealthy fish caused by unseen fold in net under piece of kelp caught during set. Coho and Herring not sampled due to poor weather conditions / unhealthy fish.
DE522N1,DE522,1,targeted,NA,07:43:00,50.443485,-125.28775,1,0,10,yes,30,450,10,1060,10,1060,0,30,10,460,0,0,,SEMSP,not sampled coho because too big for whirlpacks and it has been more than 2 hours we had the fish. majority of pink/chum seems locals (pretty small ones)
DE523N1,DE523,1,targeted,NA,07:05:00,50.3099,-125.319633,1,1,10,no,0,14,0,1080,0,257,0,0,0,0,0,0,,SEMSP,
DE523N2,DE523,2,targeted,NA,08:08:00,50.307183,-125.335133,0,0,0,no,0,7,0,0,0,0,0,0,0,0,0,0,,SEMSP,
DE523N3,DE523,3,targeted,NA,08:45:00,50.30345,-125.33885,1,1,1,yes,26,31,10,340,10,150,0,2,0,1,0,0,,SEMSP,"Coho too big to fit into whirl-paks; had to release fish after 2 hrs holding in net due to morts observed and noticeable scale loss due to rough conditions, so unable to take full retention of SO & HE"
JE415N1,JE415,1,targeted,NA,06:54:00,50.60207,-126.70187,1,1,10,no,0,40,0,480,0,240,0,0,0,40,0,0,,SEMSP,"first set released due to strong current, unsafe to process."
JE415N2,JE415,2,targeted,NA,07:41:00,50.60197,-126.70232,0,0,10,yes,8,8,10,26,10,22,0,0,0,3,0,0,,SEMSP,left early due to possible gas leak on boat and building weather.
DE524N1,DE524,1,targeted,NA,07:04:00,50.27095,-125.365483,0,0,10,no,0,5,0,235,0,235,0,1,0,1,0,0,,SEMSP,
DE524N2,DE524,2,targeted,NA,07:42:00,50.268817,-125.359533,0,0,10,no,0,0,0,95,0,96,0,0,0,1,0,0,,SEMSP,
DE524N3,DE524,3,targeted,NA,07:57:00,50.270667,-125.365017,0,0,10,no,0,0,0,21,0,115,0,0,0,2,0,0,,SEMSP,
DE524N4,DE524,4,targeted,NA,09:22:00,50.26805,-125.358833,1,0,10,no,0,0,0,22,0,100,0,3,0,1,0,0,,SEMSP,
DE525N1,DE525,1,targeted,NA,11:15:00,50.233733,-125.395717,1,10,10,yes,0,20,10,4060,10,1740,0,1,0,6,0,0,,SEMSP,"Released ~3,000 fish prior to processing due to high density. Failed to find SO (and HE) in net before fish had to be released due to deteriorating condition in net. CO too large to fit in whirl-pak (post-smolt, >30cm). 11 fish released in poor condition (species unverified)."
DE526N1,DE526,1,targeted,NA,08:35:00,338575.5,-125.273467,1,1,1,yes,1,1,10,360,10,40,0,0,0,0,1,1,,SEMSP,
JE419N1,JE419,1,targeted,NA,07:25:00,50.54416,-126.80831,10,10,10,yes,16,27,10,537,10,537,0,0,0,10,0,0,,SEMSP,Gas leak in Althea. Fish exposed to full slick. Unable to process Herring or perform  a second set.
DE527N1,DE527,1,targeted,NA,08:03:00,50.30915,-125.32305,0,0,0,no,0,0,0,70,0,30,0,0,0,0,0,0,,SEMSP,
DE527N2,DE527,2,targeted,NA,08:40:00,50.303167,-125.3387,0,0,0,no,0,0,0,20,0,5,0,0,0,0,0,0,,SEMSP,
DE527N3,DE527,3,targeted,NA,09:10:00,50.308417,-125.3309,0,0,1,yes,0,0,10,513,10,37,0,0,0,0,0,0,,SEMSP,
DE528N1,DE528,1,targeted,NA,12:35:00,50.29,-125.317433,0,1,1,no,0,0,0,286,0,430,0,0,0,1,0,0,,SEMSP,
DE529N1,DE529,1,targeted,NA,07:05:00,50.268067,-125.35845,0,1,1,no,0,0,0,88,0,87,0,2,0,0,0,1,,SEMSP,
DE529N2,DE529,2,targeted,NA,07:58:00,50.2693,-125.360467,0,1,1,no,0,0,0,90,0,210,0,2,0,0,0,1,,SEMSP,
DE530N1,DE530,1,targeted,NA,09:50:00,50.2351,-125.397083,1,0,0,no,0,0,0,1,0,0,0,0,0,0,0,0,,SEMSP,
DE530N2,DE530,2,targeted,NA,10:51:00,50.239,-125.401233,0,1,1,yes,0,0,10,613,10,412,0,0,0,1,1,1,,SEMSP,
JE420N1,JE420,1,targeted,NA,09:34:00,50.60216,-126.70131,0,1,10,yes,8,8,10,46,10,34,0,0,0,0,0,0,,SEMSP,
DE532N1,DE532,1,targeted,NA,08:15:00,50.434567,-125.261567,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,
DE532N2,DE532,2,targeted,NA,09:00:00,50.434567,-125.261567,0,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,,SEMSP,"Set #2 herring released poor condition,"
DE532N3,DE532,3,targeted,NA,09:45:00,50.435,-125.263767,1,1,10,yes,10,15,10,1242,10,2288,0,0,9,9,0,0,,SEMSP,"No ice packs for cooling fish, first 3 herring in 12:20"
JE421N1,JE421,1,targeted,NA,08:24:00,50.54372,-126.81902,10,0,10,yes,17,17,10,359,10,359,0,0,10,19,0,0,,SEMSP,Released 400 fish after forming bunt.
JE421N2,JE421,2,targeted,NA,12:14:00,50.54314,-126.81464,10,10,10,yes,13,376,0,909,0,545,0,0,0,0,0,0,,SEMSP,
JE422N1,JE422,1,targeted,NA,07:18:00,50.54477,-126.65859,1,10,0,yes,5,5,10,219,10,99,1,3,0,0,0,0,,SEMSP,Two other Coho would not fit in Whirlpaks
JE422N2,JE422,2,targeted,NA,10:28:00,50.54267,-126.65017,1,1,10,yes,12,12,0,131,0,87,0,0,1,1,0,0,,SEMSP,
DE533N1,DE533,1,targeted,NA,07:22:00,50.305567,-125.337083,1,0,1,no,0,0,0,60,0,140,0,0,0,0,0,0,,SEMSP,
DE533N2,DE533,2,targeted,NA,09:14:00,50.29995,-125.341167,0,0,0,yes,0,0,10,78,10,17,0,0,0,0,0,0,,SEMSP,
JE423N1,JE423,1,targeted,NA,06:50:00,50.54327,-126.81796,1,10,10,yes,1,1,10,45,0,3,0,0,0,0,0,0,,SEMSP,
JE423N2,JE423,2,targeted,NA,08:59:00,50.54343,-126.81577,10,1,10,yes,4,4,0,297,10,208,0,0,0,0,1,1,,SEMSP,
DE534N1,DE534,1,targeted,NA,08:20:00,50.267517,-125.35945,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,
DE534N2,DE534,2,targeted,NA,08:55:00,50.26815,-125.360967,0,1,0,yes,1,1,10,212,10,12,0,0,0,0,1,1,,SEMSP,
DE535N1,DE535,1,targeted,NA,07:20:00,50.438867,-125.267883,0,1,10,yes,0,0,10,183,10,68,0,0,0,0,0,0,,SEMSP,
DE536N1,DE536,1,targeted,NA,11:00:00,50.298867,-125.337917,0,1,1,yes,2,2,0,100,1,151,0,0,0,0,0,0,,SEMSP,
JE425N1,JE425,1,targeted,NA,08:43:00,50.60151,-126.70567,10,1,10,no,0,100,0,200,0,200,0,0,0,0,0,0,,SEMSP,"Current too strong to keep the fish, not safe to set again. School size is estimate only."
DE537N1,DE537,1,targeted,NA,07:09:00,50.3092,-125.325,0,1,0,yes,0,0,10,85,1,1,0,0,0,0,0,0,,SEMSP,
JE426N1,JE426,1,targeted,NA,07:14:00,50.54591,-126.6658,1,1,10,yes,1,1,10,185,10,185,0,0,1,1,0,0,,SEMSP,
DE538N1,DE538,1,random,NA,07:03:00,50.268383,-125.357783,0,0,0,no,0,0,0,5,0,1,0,0,0,0,0,0,,SEMSP,
DE538N2,DE538,2,random,NA,07:55:00,50.268783,-125.358283,0,0,0,yes,0,0,6,6,1,1,0,0,1,1,2,2,,SEMSP,
JE427N1,JE427,1,targeted,NA,07:14:00,50.54367,-126.81252,1,10,10,yes,0,0,10,198,10,136,0,0,0,0,0,0,,SEMSP,
JE427N2,JE427,2,targeted,NA,09:10:00,50.54412,-126.81375,0,1,10,no,0,0,0,35,0,35,0,0,0,0,0,0,,SEMSP,
DE539N1,DE539,1,random,NA,07:15:00,50.437217,-125.265083,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,
DE539N2,DE539,2,targeted,NA,07:45:00,50.435883,-125.264217,0,1,1,yes,0,0,10,168,10,77,0,0,0,0,0,0,,SEMSP,
JE428N1,JE428,1,targeted,NA,06:51:00,50.54549,-126.6642,0,1,10,yes,1,1,10,179,10,52,1,1,0,0,0,0,,SEMSP,
JE429N1,JE429,1,targeted,NA,09:45:00,50.54308,-126.81553,0,1,10,yes,1,1,10,209,10,60,0,0,0,0,0,0,,SEMSP,Very licey seine. Lots of mots and attached stages
DE540N1,DE540,1,targeted,NA,08:28:00,50.309033,-125.323467,0,0,1,yes,0,0,10,50,0,0,0,0,0,0,1,1,,SEMSP,
DE541N1,DE541,1,targeted,NA,08:50:00,50.30655,-125.33625,0,10,1,yes,0,0,10,110,6,6,0,0,0,0,0,0,,SEMSP,
DE546N1,DE546,1,targeted,NA,08:50:00,50.307068,-125.331276,0,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,,SEMSP,"location not taken in field, estimated from Google Earth"
DE546N2,DE546,2,targeted,NA,09:50:00,50.300047,-125.340866,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,"location not taken in field, estimated from Google Earth"
DE542N1,DE542,1,targeted,NA,08:20:00,50.30865,-125.3255,0,0,1,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,
DE542N2,DE542,2,targeted,NA,08:45:00,50.308983,-125.325167,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,
DE543N1,DE543,1,targeted,NA,08:47:00,50.30945,-125.324067,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,,SEMSP,
